Job Title,Job link,Company name,Location,Skills
PHP Developer,https://wuzzuf.net/jobs/p/VjiqLV5xjRMR-PHP-Developer-Zeidex-Giza-Egypt,"Giza, Giza, Egypt ",Zeidex -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Laravel · PHP · Golang · Computer Science · PHP developer · SOLID OOP Principles
Senior .Net Developer,https://wuzzuf.net/jobs/p/yJCe1g4URBwx-Senior-Net-Developer-SoftTrend-Cairo-Egypt,"Maadi, Cairo, Egypt ",SoftTrend -,Experienced · 4 - 5 Yrs of Exp · IT/Software Development · Software Development · Computer Science · Engineering · Information Technology (IT) · JavaScript · OOP · MVC · Web Development · Software Engineering
Fullstack Web Developer,https://wuzzuf.net/jobs/p/yzHaVHyQ6QqB-Fullstack-Web-Developer-ZINAD-IT-Giza-Egypt,"6th of October, Giza, Egypt ",ZINAD IT -,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · AWS · Computer Science · Information Technology (IT) · Laravel · MySQL · PHP
Senior Network & Security Admin,https://wuzzuf.net/jobs/p/3itwH7zPLOJO-Senior-Network-Security-Admin-Seoudi-Supermarket-Giza-Egypt,"Sheikh Zayed, Giza, Egypt ",Seoudi Supermarket -,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNP · computer · Computer Science · Engineering · Information Technology (IT) · network · Networking
Senior Information Security Specialist,https://wuzzuf.net/jobs/p/GCBoySelDjcm-Senior-Information-Security-Specialist-Masria-Digital-Payment-MDP-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Masria Digital Payment (MDP) -,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Firewall · Information Technology (IT) · Network · Security · Cybersecurity · IPS
IT Specialist,https://wuzzuf.net/jobs/p/L4kzefEUHDeK-IT-Specialist-Ibn-Sina-Pharma-Cairo-Egypt,"Cairo, Egypt ",Ibn Sina Pharma -,Experienced · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · CCNA · Computer Engineering · Engineering · Computer Science · Information Technology (IT) · English
Digital Product Manager,https://wuzzuf.net/jobs/p/aNyiBFrrghPJ-Digital-Product-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt,"Mohandessin, Giza, Egypt ",Nahdet Misr Publishing Group -,Experienced · 6 - 8 Yrs of Exp · IT/Software Development · Project/Program Management · Media/Journalism/Publishing · business · Computer Science · Project Management · Market Research · Management · Product · software
Cyber Security Team Leader,https://wuzzuf.net/jobs/p/MP6sJPfXzoZ1-Cyber-Security-Team-Leader-Masria-Digital-Payment-MDP-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Masria Digital Payment (MDP) -,Manager · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · Networks · Software Development · Security · Firewall · IPS
Technical Business Analyst,https://wuzzuf.net/jobs/p/B5qZlmsDr0Aa-Technical-Business-Analyst-Ewa-Cairo-Egypt,"Cairo, Egypt ",Ewa  -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · business · Business Analysis · Computer Science
Full Stack Developer,https://wuzzuf.net/jobs/p/qpBJO5ZVallq-Full-Stack-Developer-NVSSoft-Cairo-Egypt,"Cairo, Egypt ",NVSSoft -,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Computer Science · jQuery · HTML5 · CSS · JavaScript
Senior AX Microsoft Dynamics Developer,https://wuzzuf.net/jobs/p/WXaHKxXxtidW-Senior-AX-Microsoft-Dynamics-Developer-Sky-Holding-Cairo-Egypt,"Maadi, Cairo, Egypt ",Sky Holding -,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ax · Ax Microsoft Dynamics · AX Microsoft · developer · Information Technology (IT) · Microsoft · Microsoft Dynamics · senior
MERN Stack Developer,https://wuzzuf.net/jobs/p/sJjh0ZAYRoJh-MERN-Stack-Developer-Block-Gemini-Giza-Egypt,"Mohandessin, Giza, Egypt ",Block Gemini -,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · JavaScript · NodeJS · React · React.js · Information Technology (IT) · SQL · MongoDB · Software Development · Agile
ATM/POS Switch Technical Administrator,https://wuzzuf.net/jobs/p/r0bzErximsVF-ATMPOS-Switch-Technical-Administrator-e-finance-Giza-Egypt,"Abu Rawash, Giza, Egypt ",e-finance -,Experienced · 1 - 2 Yrs of Exp · IT/Software Development · ATM · Banking · Computer Science · Configuration · Engineering · Information Technology (IT) · IST · Linux · Pos
Odoo Developer,https://wuzzuf.net/jobs/p/O4KhQ2FN3zHu-Odoo-Developer-Giza-Egypt,"Giza, Egypt ",Confidential -,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Git · HTML · Information Technology (IT) · JavaScript · Odoo · ORM
Quality Assurance Lead,https://wuzzuf.net/jobs/p/d9FR8NmvXEV3-Quality-Assurance-Lead-Giza-Systems-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Giza Systems -,Manager · 7 - 15 Yrs of Exp · IT/Software Development · Quality · Computer Engineering · Computer Science · Communication skills · Engineering · ISTQB · quality · Quality Assurance · Quality Control
Senior Full Stack Developer 23005,https://wuzzuf.net/jobs/p/KeCRgP6qry42-Senior-Full-Stack-Developer-23005-Ditech-Egypt-Cairo-Egypt,"Cairo, Egypt ",Ditech Egypt -,Experienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · ASP.NET · SQL · .NET · MVC · Angular · Computer Science · Information Technology (IT)
Quality Control Unit Head,https://wuzzuf.net/jobs/p/w5ZSFFgBHY3h-Quality-Control-Unit-Head-INDEVCO-Monufya-Egypt,"Alsadat City, Monufya, Egypt ",INDEVCO -,Experienced · 6 - 10 Yrs of Exp · Manufacturing/Production · Quality · Manufacturing · FMCG · Microsoft Office · QC · quality · Quality Control · Quality Assurance · English
Junior Operations Engineer - Network/Cloud,https://wuzzuf.net/jobs/p/XR39FnCuOxB9-Junior-Operations-Engineer---NetworkCloud-Link-Datacenter-Giza-Egypt,"Giza, Egypt ",Link Datacenter -,Entry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communication · Operations · Project Management · SQL · Management · Communication skills
QC Finished Product Analyst,https://wuzzuf.net/jobs/p/EaoSkS2h18d2-QC-Finished-Product-Analyst-Rameda-Giza-Egypt,"6th of October, Giza, Egypt ",Rameda -,Experienced · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical · QC · Pharmaceutical · Quality Control · Communication skills · Sciences · Pharmaceutical Sciences · quality
IT Specialist,https://wuzzuf.net/jobs/p/viHqiS1xnOZx-IT-Specialist-Mazloum-Real-Estate-Cairo-Egypt,"Obour City, Cairo, Egypt ",Mazloum Real Estate -,Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Communication · computer · IT · Computer Systems · Technical Support · Computer Science · Information Technology (IT) · networks · Security
Laravel Developer,https://wuzzuf.net/jobs/p/5o4ZbnpvUfvW-Laravel-Developer-Storage-it-Solutions-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Storage it Solutions -,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Computer Science · APIs · Git · Information Technology (IT) · Laravel · PHP · jQuery · JavaScript · HTML
Senior Odoo Developer,https://wuzzuf.net/jobs/p/Rk7gqY1nO2DG-Senior-Odoo-Developer-Boutiqaat-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",Boutiqaat -,Experienced · 3 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Development · ERP · Information Technology (IT) · Odoo · Python
Sr. Business Analyst,https://wuzzuf.net/jobs/p/krvReDmKnKtQ-Sr-Business-Analyst-egabi-solutions-Cairo-Egypt,"Cairo, Egypt ",egabi solutions -,Experienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Project Management · Business Analysis · Business · English · Software
Full Stack Developer (Junior/mid level) (.NET- angular/react),https://wuzzuf.net/jobs/p/IwFfeQjhi92T-Full-Stack-Developer-Juniormid-level-NET--angularreact-MiracleEgypt-Giza-Egypt,"Hadayek Alahram, Giza, Egypt ",MiracleEgypt -,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Full Stack · Full Stack Developer · front-end · developer · Computer Science · Information Technology (IT) · Software Development · React · JavaScript
Light Current Engineer,https://wuzzuf.net/jobs/p/uvlIfyEZ7ynj-Light-Current-Engineer-InnovaTech-Group-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",InnovaTech Group -,Experienced · 2 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Telecom/Technology · AutoCAD · Light Current · English · Engineering · Networks · Computer Science · Electrical Engineering · Communication skills
IT Operation Manager,https://wuzzuf.net/jobs/p/HxYvHFfArpCF-IT-Operation-Manager-Cairo-Egypt,"Maadi, Cairo, Egypt ",Confidential -,Manager · 3 - 5 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT Operation · IT · operation · Operation Manager · Operations
ERP Officer,https://wuzzuf.net/jobs/p/USFUAlhU1gsb-ERP-Officer-Keys-Group-Services-Giza-Egypt,"Dokki, Giza, Egypt ",Keys Group Services -,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Implementation · ERP · Computer Science
IT Help Desk,https://wuzzuf.net/jobs/p/K5xO6boBY1pM-IT-Help-Desk-Cairo-Egypt,"Cairo, Egypt ",Confidential -,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · Configuration
Senior (C#) Software Developer,https://wuzzuf.net/jobs/p/RMzOmBXbWLQF-Senior-C-Software-Developer-SSC-Egypt-Cairo-Egypt,"Maadi, Cairo, Egypt ",SSC Egypt -,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · .Net · ASP.Net · Agile · SQL · C# · SSRS · Fintech
IT Specialist,https://wuzzuf.net/jobs/p/EkJ231A91JV1-IT-Specialist-Aktan-Misr-Gharbia-Egypt,"Mahalla Kubra, Gharbia, Egypt ",Aktan Misr -,Experienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · CCNA · Computer Engineering · Networks · Information Technology (IT) · Microsoft Office · MCSE · Technical Support · Troubleshooting
Senior Full Stack Developer - (.Net Core & ReactJS),https://wuzzuf.net/jobs/p/FLlxkHKaEiCq-Senior-Full-Stack-Developer---Net-Core-ReactJS-CrossWorkers-Cairo-Egypt,"New Cairo, Cairo, Egypt ",CrossWorkers -,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT)
QC and R&D Chemist,https://wuzzuf.net/jobs/p/CgDLpOg5bCXS-QC-and-RD-Chemist-NCC-X-calibur-Cairo-Egypt,"New Cairo, Cairo, Egypt ",NCC X-calibur -,Experienced · 2 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Poly-Carboxylate · Chemistry · Chemist · Science · Production · Quality · Construction Chemicals
Full Stack Developer - PHP,https://wuzzuf.net/jobs/p/v62bhrAoSoKq-Full-Stack-Developer---PHP-Azm-development-Cairo-Egypt,"Cairo, Egypt ",Azm development -,Experienced · 1 - 4 Yrs of Exp · IT/Software Development · Laravel · PHP · JavaScript · Full Stack · Computer Science
ERP/CMS system admin ERP - Shopify,https://wuzzuf.net/jobs/p/knEC8LWbca2I-ERPCMS-system-admin-ERP---Shopify-التوحيد-والنور-Giza-Egypt,"Agouza, Giza, Egypt ",التوحيد والنور -,Experienced · 3+ Yrs of Exp · IT/Software Development · Other · Computer Science · ERP · Admin · System Admin · system
System Administrator,https://wuzzuf.net/jobs/p/gqbJPgTrl1da-System-Administrator-Talaat-Moustafa-Group-Giza-Egypt,"Dokki, Giza, Egypt ",Talaat Moustafa Group -,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication · Communication skills · Computer Science · Documentation · English · Information Technology (IT)
System Administrator Team Leader,https://wuzzuf.net/jobs/p/syTrEP7KIy89-System-Administrator-Team-Leader-Atrium-Egypt-Cairo-Egypt,"Madinaty, Cairo, Egypt ",Atrium Egypt -,Experienced · 8 - 10 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Administration · Computer Science · Information Systems · Information Technology (IT) · Microsoft Office · Security · is
Senior WordPress Developer,https://wuzzuf.net/jobs/p/JjOsDHvYuBlm-Senior-WordPress-Developer-Dexef-Monufya-Egypt,"Quweisna, Monufya, Egypt ",Dexef -,Experienced · 5 - 8 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Agile · Android · Bitbucket · Computer Science · Development · Information Technology (IT) · JIRA
VMware Administrator,https://wuzzuf.net/jobs/p/miFXddxEUmzP-VMware-Administrator-JMR-Infotech-Cairo-Egypt,"Cairo, Egypt ",JMR Infotech -,"Experienced · 4 - 7 Yrs of Exp · IT/Software Development · VMware, · VMware and storage systems · data protection · Storage hardware technologies · san fabric technologies · HCI (nutanix & Vxrail)"
CAFM System Admin,https://wuzzuf.net/jobs/p/S3HPXocihHvp-CAFM-System-Admin-Smart-Villages-Development-Managment-Company-Giza-Egypt,"Abu Rawash, Giza, Egypt ",Smart Villages Development & Managment Company -,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Computer Science · Facility Management · Information Technology (IT) · System Administration · SQL · system
PHP Developer,https://wuzzuf.net/jobs/p/n2OTjP5BWlBX-PHP-Developer-Kick-Start-Interactive-Giza-Egypt,"Dokki, Giza, Egypt ",Kick Start Interactive -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Computer Science · API · Laravel · PHP · Linux · Software Development · MVC · Design · CMS
"Front End Developer ""Vue.js""",https://wuzzuf.net/jobs/p/CCvcJK4IIXAz-Front-End-Developer-Vuejs-Naqla-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Naqla -,Entry Level · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · JavaScript · Software Development · RESTful · Redux · Information Technology (IT) · APIs · Computer Science
Medical Representative - Aswan,https://wuzzuf.net/jobs/p/1Ayq4nqmNCKW-Medical-Representative---Aswan-El-Nahar-for-Medical-Solutions-Aswan-Egypt,"Aswan, Egypt ",El Nahar for Medical Solutions -,Entry Level · 0 - 4 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Agriculture · Commerce · Communication · Communication skills · Computer Skills · Medical · Sales
Senior Software QC Engineer,https://wuzzuf.net/jobs/p/ys5zgX7y1VgL-Senior-Software-QC-Engineer-SURE-International-Technology-Cairo-Egypt,"Cairo, Egypt ",SURE International Technology -,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software · Quality Control
Backend Developer,https://wuzzuf.net/jobs/p/oy1iNYHtedzT-Backend-Developer-Joe3-Cairo-Egypt,"Cairo, Egypt ",Joe13 -,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · backend · Backend developer · Computer Science · Software Development · Software Engineering · developer
Flutter Developer,https://wuzzuf.net/jobs/p/VfMYzUAhCozk-Flutter-Developer-Bydotpy-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Bydotpy -,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · flutter · Flutter developer · Information Technology (IT) · Software Development
System Analyst,https://wuzzuf.net/jobs/p/LXQg02k28qeS-System-Analyst-Sceel-io-Cairo-Egypt,"Maadi, Cairo, Egypt ",Sceel.io -,Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · business · Business Analysis · Computer Science · Database · Information Technology (IT)
Oracle Developer & Oracle Cloud Integration (OCI),https://wuzzuf.net/jobs/p/tJwadhwpqXom-Oracle-Developer-Oracle-Cloud-Integration-OCI-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",Confidential -,Experienced · 3 - 10 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Oracle · Cloud · ERP · Information Technology (IT) · Integration · Computer Science · Software Development
MS SQL Database Administrator,https://wuzzuf.net/jobs/p/isxIAtfvdxCj-MS-SQL-Database-Administrator-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",Confidential -,Experienced · 2+ Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Computer Science · Troubleshooting · Server · Networking · Database Administration
Digital Products Design Manager,https://wuzzuf.net/jobs/p/1xzlCCE6lQ13-Digital-Products-Design-Manager-Giza-Egypt,"Mohandessin, Giza, Egypt ",Confidential -,Manager · 8 - 10 Yrs of Exp · IT/Software Development · Design · Computer Science · Software · UI · UX · Digital
Senior Oracle developer,https://wuzzuf.net/jobs/p/IPKW9NGAdl0Z-Senior-Oracle-developer-Algoriza-Giza-Egypt,"Giza, Egypt ",Algoriza -,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Development · Database · Information Technology (IT) · Oracle · oracle developer · PL/SQL
Technical IT Support,https://wuzzuf.net/jobs/p/olmb0gjlxdmg-Technical-IT-Support-STIO-Life-Science-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",STIO Life Science -,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Pharmaceutical · computer · Computer Science · ERP · Information Technology (IT) · IT · IT Support · SAP · Technical Support
Flutter Developer,https://wuzzuf.net/jobs/p/2Ye8ZL0eX18a-Flutter-Developer-Aqarmap-com-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Aqarmap.com -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · flutter · Computer Science · Information Technology (IT) · Flutter developer · Software Development · Mobile Development · iOS Development · Android Development
Senior Flutter Developer,https://wuzzuf.net/jobs/p/HYhiNCWaYZcL-Senior-Flutter-Developer-CrossWorkers-Cairo-Egypt,"New Cairo, Cairo, Egypt ",CrossWorkers -,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Development · Programming · Information Technology (IT) · Computer Science
Senior .NET Full Stack Developer (.NET Core & Angular),https://wuzzuf.net/jobs/p/TkWOEoHDsxNZ-Senior-NET-Full-Stack-Developer-NET-Core-Angular-Lumin-Giza-Egypt,"Sheikh Zayed, Giza, Egypt ",Lumin -,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ASP.NET · ADO.NET · C#.Net · .NET · .NEt Full Stack Developer · Full Stack Developer · java · Python
"Senior Backend full stack Developer (Node.js, MongoDB, Firebase)",https://wuzzuf.net/jobs/p/PaMI8WJquFYn-Senior-Backend-full-stack-Developer-Nodejs-MongoDB-Firebase-NERD-Cairo-Egypt,"New Cairo, Cairo, Egypt ",NERD -,Experienced · 5+ Yrs of Exp · IT/Software Development · MongoDB · Node.js · Firebase · Docker · backend development · API · Security · Data protection · scalability
Full Stack Developer,https://wuzzuf.net/jobs/p/fPcykL0b8NEb-Full-Stack-Developer-TTC-Technologies-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",TTC Technologies -,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Software Development · Computer Science · Information Technology (IT) · SQL · Software · javaScript · PHP
IT Manager- Sap User,https://wuzzuf.net/jobs/p/ofRUxd4wiMgi-IT-Manager--Sap-User-Cairo-Egypt,"Obour City, Cairo, Egypt ",Confidential -,Manager · 12 - 15 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Administration · Analysis · computer · Computer Hardware · Computer Science · Information Technology (IT) · IT
Software Developer,https://wuzzuf.net/jobs/p/6Z5DnxCLfITg-Software-Developer-Atrium-Egypt-Cairo-Egypt,"Madinaty, Cairo, Egypt ",Atrium Egypt -,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · English · Java · Software Engineering · Programming · Python
Software Business Analyst - Job Description,https://wuzzuf.net/jobs/p/pabrWedhKGgv-Software-Business-Analyst---Job-Description-BRISK-Business-Inc-Cairo-Egypt,"New Cairo, Cairo, Egypt ",BRISK Business Inc. -,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Business Analysis · Information Technology (IT) · Computer Science · Communication · English
"Full Stack Developer (.Net , Nodejs)",https://wuzzuf.net/jobs/p/kSf3oQ1sT6NR-Full-Stack-Developer-Net-Nodejs-Pro-Dev-Tech-Cairo-Egypt,"Cairo, Egypt ",Pro Dev Tech  -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Full Stack Developer · JavaScript · NET · NodeJS · Software Development · Stack · developer · Computer Science · Information Technology (IT)
Senior Test Automation Engineer | Java - Selenium,https://wuzzuf.net/jobs/p/EUO2kVJaZAt5-Senior-Test-Automation-Engineer-Java---Selenium-Expleo-Cairo-Egypt,"Maadi, Cairo, Egypt ",Expleo -,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Automation · Azure · C# · Computer Science · English · Information Technology (IT)
Assistant Head of Sectors,https://wuzzuf.net/jobs/p/jGI1AsE7whNN-Assistant-Head-of-Sectors-Alouf-Travel-Giza-Egypt,"6th of October, Giza, Egypt ",Alouf Travel -,Experienced · 4 - 7 Yrs of Exp · Tourism/Travel · Administration · Microsoft Office · Communication · Office management
Fullstack developer,https://wuzzuf.net/jobs/p/YrU9r2ZQpMKw-Fullstack-developer-Ewa-Cairo-Egypt,"Cairo, Egypt ",Ewa  -,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · MongoDB · Node.js · Express.js · JavaScript · HTML · CSS · Bootstrap · Dio · Dart
IT Operations Section Head,https://wuzzuf.net/jobs/p/ExcOgvoWpB6E-IT-Operations-Section-Head-Cairo-Egypt,"Sheraton, Cairo, Egypt ",Confidential -,Manager · 8 - 10 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Technical Support · IT · System Administration · Networking · HelpDesk · System Admin · Network Security
Factory Microbiologist,https://wuzzuf.net/jobs/p/1mWHAF5cDeIk-Factory-Microbiologist-Dreem-Mashreq-Foods-Alexandria-Egypt,"Bourj Alarab, Alexandria, Egypt ",Dreem Mashreq Foods  -,Experienced · 5 - 7 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Quality Control · Microbiology · Quality
Quality Control Specialist,https://wuzzuf.net/jobs/p/SdDycqKm4EeM-Quality-Control-Specialist-El-Mohandess-Print-House-Sharqia-Egypt,"10th of Ramadan City, Sharqia, Egypt ",El Mohandess Print House -,Experienced · 1 - 3 Yrs of Exp · males_only · Quality · Quality Control · Quality Assurance · Manufacturings · Product Testing · Analytical
Flutter Developer,https://wuzzuf.net/jobs/p/rsiT8COcjGhZ-Flutter-Developer-Al-Medadsoft-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Al Medadsoft -,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · flutter · Mobile Development · Android · app · Engineering
IT Manager,https://wuzzuf.net/jobs/p/c9z57bn9QSnH-IT-Manager-Partners-Outsourcing-Solutions-Alexandria-Egypt,"Alexandria, Egypt ",Partners Outsourcing Solutions -,Manager · 5 - 10 Yrs of Exp · IT/Software Development · Computer Engineering · Information Technology (IT) · Networking
Pre-Sales Engineer - Fresh Graduate,https://wuzzuf.net/jobs/p/cSY0e9jdqJQK-Pre-Sales-Engineer---Fresh-Graduate-Capital-Guard-Cairo-Egypt,"Sheraton, Cairo, Egypt ",Capital Guard -,Entry Level · 0 - 2 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · CCTV · Access Control · UPS · Fire Alarm Systems · Fire Fighting
EHS Specialist,https://wuzzuf.net/jobs/p/VYNkxUhWufCU-EHS-Specialist-Zeina-Group-Sharqia-Egypt,"10th of Ramadan City, Sharqia, Egypt ",Zeina Group -,Entry Level · 1 - 3 Yrs of Exp · Other · EHS · Health &amp; Safety · Chemical · Quality Control
Application Development Lead,https://wuzzuf.net/jobs/p/lRBhpyKG8mln-Application-Development-Lead-Wadi-Group-Giza-Egypt,"Sheikh Zayed, Giza, Egypt ",Wadi Group -,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · computer · BI · Information Technology (IT) · IT · reports · Software Development · Software Engineering
Group IT Manager,https://wuzzuf.net/jobs/p/e9oKnNkg9YRX-Group-IT-Manager-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Confidential -,Senior Management · 15 - 20 Yrs of Exp · IT/Software Development · Project/Program Management · Information Technology (IT) · Computer Engineering · Computer Hardware · Management · Networks · Project Management · Software · IT
IT Help Desk,https://wuzzuf.net/jobs/p/QY0iaPpsp51P-IT-Help-Desk-Hamza-Group-Giza-Egypt,"Dokki, Giza, Egypt ",Hamza Group -,Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Help desk · Information Technology (IT) · Customer Support
senior Product Owner,https://wuzzuf.net/jobs/p/ki3pk6BNIrp2-senior-Product-Owner-Nahdet-Misr-Publishing-Group-Giza-Egypt,"Mohandessin, Giza, Egypt ",Nahdet Misr Publishing Group -,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Media/Journalism/Publishing · Engineering - Telecom/Technology · Analysis · Business Analysis · Product Development · Product Management · Product · business · Development
Machine Learning Engineer,https://wuzzuf.net/jobs/p/dFX9BgcnLm4C-Machine-Learning-Engineer-Block-Gemini-Cairo-Egypt,"Cairo, Egypt ",Block Gemini -,"Experienced · 5 - 12 Yrs of Exp · IT/Software Development · AI · Machine Learning · NLP · Natural Language Processing (NLP) · Python · TensorFlow · ""R"""
Social Media Specialist ( Pharmacists ),https://wuzzuf.net/jobs/p/Gx4SrIylXyml-Social-Media-Specialist-Pharmacists-Pharmascienta---Nefertari-Body-Care-Cairo-Egypt,"Cairo, Egypt ",Pharmascienta - Nefertari Body Care -,Experienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Design · Communication · E-Marketing · Marketing · Online Marketing · Social Media · Editing
Quality Assurance Manager,https://wuzzuf.net/jobs/p/9yb9FXLrbdSb-Quality-Assurance-Manager-Target-for-Chemicals-industry-and-trade-Alexandria-Egypt,"Alexandria, Egypt ",Target for Chemicals industry and trade -,Manager · 10 - 15 Yrs of Exp · Manufacturing/Production · Project/Program Management · Quality · Quality Assurance · ISO · ISO 9001 · QA · quality · Six Sigma · Analysis
SAP Application Support Specialist,https://wuzzuf.net/jobs/p/gMQciQ2k143r-SAP-Application-Support-Specialist-Rashideen-Egypt-for-Trade-Cairo-Egypt,"Cairo, Egypt ",Rashideen Egypt for Trade  -,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Application Support · SAP MM Module · SAP FI · Sales Field
QS Mechanical Engineer,https://wuzzuf.net/jobs/p/ckiZDWMbgPpX-QS-Mechanical-Engineer-Giza-Egypt,"Dokki, Giza, Egypt ",Confidential -,Experienced · 4 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical · Engineering · Mechanical Engineering · technical
